tweet_id,favorites,retweets
818614493328580609,10191,2676
818588835076603904,0,6386
818536468981415936,11303,2572
818307523543449600,0,8446
818259473185828864,11399,2378
818145370475810820,12719,2681
817908911860748288,5028,832
817827839487737858,53585,28177
817777686764523521,11102,2809
817536400337801217,12210,3111
817502432452313088,0,3527
817423860136083457,35190,15400
817415592588222464,5805,997
817181837579653120,0,8827
817171292965273600,9059,2107
817120970343411712,12642,2711
817056546584727552,8888,1715
816829038950027264,0,4905
816816676327063552,10379,2130
816697700272001025,10150,2283
816450570814898180,31641,8446
816336735214911488,8917,2031
816091915477250048,9245,2231
816062466425819140,0,1072
816014286006976512,0,5502
815990720817401858,5148,1072
815966073409433600,23231,8827
815745968457060357,0,4316
815736392542261248,10206,2360
815639385530101762,8524,1718
815390420867969024,10748,3971
814986499976527872,7933,1337
814638523311648768,11693,2820
814578408554463233,0,6080
814530161257443328,8975,1936
814153002265309185,29874,9052
813944609378369540,0,3316
813910438903693312,9655,1950
813812741911748608,37774,14591
813800681631023104,8651,1837
813217897535406080,19382,7625
813202720496779264,9562,1879
813187593374461952,20609,4558
813172488309972993,9644,2004
813157409116065792,8061,2309
813142292504645637,8796,2475
813130366689148928,4642,468
813127251579564032,12312,3262
813112105746448384,10716,2874
813096984823349248,10932,3779
813081950185472002,10252,2886
813066809284972545,8269,2036
813051746834595840,21761,7683
812781120811126785,7864,1997
812709060537683968,6877,1490
812503143955202048,6304,1279
812466873996607488,8276,2017
812372279581671427,14225,3833
811985624773361665,7550,1466
811744202451197953,7840,1670
811647686436880384,5821,777
811627233043480576,13275,3231
811386762094317568,21722,6673
810984652412424192,5556,1506
810896069567610880,9386,1849
810657578271330305,11420,2777
810284430598270976,36706,11864
810254108431155201,15275,3515
809920764300447744,16110,4105
809808892968534016,0,5123
809448704142938112,7225,1530
809220051211603969,20703,5882
809084759137812480,13758,3691
808838249661788160,10516,3187
808733504066486276,8245,2271
808501579447930884,11750,2723
808344865868283904,44291,21814
808134635716833280,0,6209
808106460588765185,9132,2311
808001312164028416,13066,3694
807621403335917568,15167,3816
807106840509214720,123289,58136
807059379405148160,0,7676
807010152071229440,13593,4033
806629075125202948,77874,36329
806620845233815552,0,5787
806576416489959424,5075,2035
806542213899489280,10634,2469
806242860592926720,0,12187
806219024703037440,6694,1240
805958939288408065,0,5615
805932879469572096,8615,2006
805826884734976000,6834,1915
805823200554876929,0,8416
805520635690676224,5982,1726
805487436403003392,9145,2643
805207613751304193,8121,1792
804738756058218496,14265,4017
804475857670639616,6381,2106
804413760345620481,0,3374
804026241225523202,46401,16905
803773340896923648,10460,2884
803692223237865472,0,7772
803638050916102144,11408,4325
803380650405482500,8089,1947
803321560782307329,0,5557
803276597545603072,10447,2577
802952499103731712,9392,2100
802624713319034886,0,3045
802600418706604034,7399,1540
802572683846291456,9315,2626
802323869084381190,16876,6112
802265048156610565,7021,1431
802239329049477120,9444,2727
802185808107208704,0,280
801958328846974976,8043,1784
801854953262350336,1845,249
801538201127157760,8537,2166
801285448605831168,6304,860
801167903437357056,25502,6209
801127390143516673,0,4137
801115127852503040,8415,2201
800859414831898624,715,98
800855607700029440,0,1689
800751577355128832,10975,2915
800513324630806528,13682,3135
800459316964663297,9887,2262
800443802682937345,0,4523
800388270626521089,11625,2938
800188575492947969,0,4138
800141422401830912,15936,2670
800018252395122689,29579,13796
799774291445383169,0,4899
799757965289017345,8745,2263
799422933579902976,8391,2015
799308762079035393,0,5731
799297110730567681,10305,2886
799063482566066176,8411,2584
798933969379225600,13667,4697
798925684722855936,7781,1496
798705661114773508,0,6935
798701998996647937,0,8159
798697898615730177,0,6802
798694562394996736,0,5204
798686750113755136,0,2435
798682547630837760,0,4936
798673117451325440,0,5809
798665375516884993,0,4087
798644042770751489,0,1945
798628517273620480,0,2061
798585098161549313,0,5982
798576900688019456,0,6103
798340744599797760,0,3518
798209839306514432,10831,2680
797971864723324932,12101,3261
797545162159308800,15138,5099
797236660651966464,20794,6925
797165961484890113,233,28
796904159865868288,0,9338
796865951799083009,8004,2006
796759840936919040,12362,3201
796563435802726400,0,7636
796484825502875648,7896,1846
796387464403357696,11467,4348
796177847564038144,0,14978
796149749086875649,33636,14978
796125600683540480,5164,1884
796116448414461957,9507,2528
796080075804475393,8812,2422
796031486298386433,11269,3880
795464331001561088,51802,24839
795400264262053889,10506,3022
795076730285391872,16901,5680
794983741416415232,0,3525
794926597468000259,10708,2415
794355576146903043,0,10800
794332329137291264,9980,2783
794205286408003585,9592,3476
793962221541933056,17516,5123
793845145112371200,9617,1959
793614319594401792,0,3274
793601777308463104,8313,1698
793500921481273345,11138,2485
793286476301799424,25630,9616
793271401113350145,9046,2503
793256262322548741,20816,8750
793241302385262592,10954,3438
793226087023144960,10245,3010
793210959003287553,9295,2926
793195938047070209,15910,5895
793180763617361921,7219,2097
793165685325201412,9810,2914
793150605191548928,6439,1779
793135492858580992,6732,2598
793120401413079041,13218,4092
792913359805018113,14935,4163
792883833364439040,11784,4472
792773781206999040,7660,1760
792394556390137856,14012,4495
792050063153438720,7473,1887
791821351946420224,0,22043
791784077045166082,0,10056
791780927877898241,0,3985
791774931465953280,46988,23247
791672322847637504,12233,3274
791406955684368384,13672,4316
791312159183634433,9148,2650
791026214425268224,0,4286
790987426131050500,10271,2229
790946055508652032,17341,4905
790723298204217344,0,2421
790698755171364864,8547,2013
790581949425475584,21516,7509
790337589677002753,8150,1959
790277117346975746,13074,3316
790227638568808452,0,3742
789986466051088384,9628,2420
789960241177853952,0,4312
789903600034189313,10815,4317
789628658055020548,7825,1861
789599242079838210,7043,2014
789530877013393408,12246,3525
789314372632018944,8985,2385
789280767834746880,0,5167
789268448748703744,9493,2713
789137962068021249,10110,2929
788908386943430656,28524,13011
788765914992902144,28521,10800
788552643979468800,0,7539
788412144018661376,16198,5503
788178268662984705,7522,2189
788150585577050112,6380,1350
788070120937619456,0,3587
788039637453406209,6390,1380
787810552592695296,9017,3204
787717603741622272,10652,2908
787397959788929025,11300,2968
787322443945877504,8111,1820
787111942498508800,0,7035
786963064373534720,27647,8318
786729988674449408,0,2516
786709082849828864,18954,6382
786664955043049472,11065,2663
786595970293370880,9789,3252
786363235746385920,11335,3668
786286427768250368,8286,2977
786233965241827333,15872,4975
786051337297522688,1488,159
786036967502913536,0,7358
785927819176054784,11841,3309
785872687017132033,6961,1908
785639753186217984,8137,2322
785533386513321988,9474,2079
785515384317313025,6347,1320
785264754247995392,7538,1702
785170936622350336,12527,5052
784826020293709826,10522,3374
784517518371221505,9324,2643
784431430411685888,5924,1337
784183165795655680,20894,8416
784057939640352768,30969,11602
783839966405230592,31185,11241
783821107061198850,7643,2043
783695101801398276,10859,3346
783466772167098368,8777,2337
783391753726550016,17518,5733
783347506784731136,0,5814
783334639985389568,30255,12187
783085703974514689,8461,2306
782969140009107456,25037,7676
782747134529531904,7774,1461
782722598790725632,17909,5615
782598640137187329,8093,1958
782305867769217024,17284,5807
782021823840026624,0,6462
781955203444699136,11539,3505
781661882474196992,10844,2823
781655249211752448,4144,1167
781524693396357120,21510,5787
781308096455073793,7404,2653
781251288990355457,8739,2168
781163403222056960,10145,2846
780931614150983680,22419,7636
780858289093574656,7456,2089
780800785462489090,5696,1359
780601303617732608,12559,3476
780543529827336192,6533,1803
780496263422808064,0,3848
780476555013349377,0,119
780459368902959104,5484,1116
780192070812196864,9028,2325
780092040432480260,0,2396
780074436359819264,12677,5169
779834332596887552,19632,7358
779377524342161408,9136,3224
779124354206535695,0,19091
779056095788752897,15309,4700
778990705243029504,20746,7509
778774459159379968,0,10327
778764940568104960,895,380
778748913645780993,7142,1363
778650543019483137,5976,1570
778624900596654080,4801,1052
778408200802557953,14129,4515
778396591732486144,0,12707
778383385161035776,6050,1143
778286810187399168,10772,3419
778039087836069888,8795,2740
778027034220126208,6782,1679
777953400541634568,0,3674
777885040357281792,6592,1691
777684233540206592,11616,3045
777641927919427584,0,4393
777621514455814149,9074,2588
777189768882946048,14790,4460
776819012571455488,0,14228
776813020089548800,5059,1262
776477788987613185,9151,2883
776249906839351296,0,9493
776218204058357768,31003,16501
776201521193218049,9945,2611
776113305656188928,12154,4523
776088319444877312,1902,158
775898661951791106,0,17155
775842724423557120,12119,2764
775733305207554048,14317,4137
775729183532220416,13386,4756
775364825476165632,7664,3090
775350846108426240,10525,4052
775085132600442880,16077,4899
774757898236878852,8875,1848
774639387460112384,6953,1787
774314403806253056,22505,5731
773985732834758656,11082,4020
773922284943896577,6608,1809
773704687002451968,6834,1686
773670353721753600,5519,1347
773547596996571136,22850,6386
773336787167145985,0,5278
773308824254029826,24042,7745
773247561583001600,9743,3356
773191612633579521,10330,4288
772877495989305348,8856,4016
772826264096874500,8310,2432
772615324260794368,0,3500
772581559778025472,6708,1748
772193107915964416,6249,1442
772152991789019136,3931,1165
772117678702071809,3899,764
772114945936949249,2805,483
772102971039580160,4137,963
771908950375665664,6803,1971
771770456517009408,12394,3518
771500966810099713,8530,2697
771380798096281600,10842,5278
771171053431250945,0,7784
771136648247640064,9452,3027
771102124360998913,6450,1486
771014301343748096,7108,1707
771004394259247104,0,224
770787852854652928,5092,1244
770772759874076672,5351,1463
770655142660169732,7550,1812
770414278348247044,6512,2160
770293558247038976,6448,1532
770093767776997377,0,3160
770069151037685760,7821,2374
769940425801170949,32392,9902
769695466921623552,6603,1717
769335591808995329,0,7991
769212283578875904,5576,1773
768970937022709760,14861,6739
768909767477751808,0,2776
768855141948723200,4334,917
768609597686943744,4249,1245
768596291618299904,5206,1329
768554158521745409,0,6025
768473857036525572,14074,3546
768193404517830656,11245,3674
767884188863397888,4914,1436
767754930266464257,16517,5557
767500508068192258,7721,2410
767191397493538821,12663,3902
767122157629476866,10470,2946
766864461642756096,0,5839
766793450729734144,5232,1395
766714921925144576,2679,389
766693177336135680,4146,820
766423258543644672,6195,1648
766313316352462849,6998,1943
766078092750233600,0,2709
766069199026450432,4376,884
766008592277377025,3864,515
765719909049503744,7472,2215
765669560888528897,5353,1261
765395769549590528,27308,3493
765371061932261376,7300,2232
765222098633691136,11977,3500
764857477905154048,6642,1828
764259802650378240,6210,1554
763956972077010945,773,57
763837565564780549,12962,4286
763183847194451968,5544,1522
763167063695355904,0,3121
763103485927849985,7578,2357
762699858130116608,12515,3742
762471784394268675,11588,6656
762464539388485633,10612,4312
762316489655476224,4952,1154
762035686371364864,32866,16065
761976711479193600,5550,2071
761750502866649088,0,4042
761745352076779520,4389,883
761672994376806400,50925,29986
761599872357261312,4252,1221
761371037149827077,0,18629
761334018830917632,5348,1498
761292947749015552,4603,1120
761227390836215808,5455,1613
761004547850530816,11644,3587
760893934457552897,3919,1005
760656994973933572,6792,1970
760641137271070720,5105,1329
760539183865880579,7806,3732
760521673607086080,4347,1437
760290219849637889,27564,11867
760252756032651264,4054,898
760190180481531904,5858,1862
760153949710192640,0,31
759943073749200896,6108,2144
759923798737051648,15083,5839
759846353224826880,6907,2033
759793422261743616,6135,1958
759566828574212096,0,21715
759557299618865152,4836,1217
759447681597108224,8737,2516
759446261539934208,1719,500
759197388317847553,6233,2004
759159934323924993,0,1202
759099523532779520,14910,4297
759047813560868866,6677,2096
758854675097526272,3648,923
758828659922702336,11496,3957
758740312047005698,5884,1653
758474966123810816,3919,1027
758467244762497024,4938,2287
758405701903519748,5343,1967
758355060040593408,3509,1110
758099635764359168,19655,10326
758041019896193024,2780,384
757741869644341248,7068,3349
757729163776290825,0,8237
757725642876129280,4663,1245
757611664640446465,4691,1137
757597904299253760,0,305
757596066325864448,4457,1080
757400162377592832,15540,7046
757393109802180609,5982,1789
757354760399941633,4652,1466
756998049151549440,6455,2037
756939218950160384,6820,2066
756651752796094464,5204,1346
756526248105566208,10687,3688
756303284449767430,4058,1124
756288534030475264,43941,17938
756275833623502848,6604,1571
755955933503782912,7526,2960
755206590534418437,16893,5489
755110668769038337,21794,11398
754874841593970688,0,8160
754856583969079297,7068,2597
754747087846248448,2649,539
754482103782404096,5454,2006
754449512966619136,3852,746
754120377874386944,8068,2420
753655901052166144,5985,2221
753420520834629632,8125,3664
753398408988139520,5924,1966
753375668877008896,7847,2396
753298634498793472,0,5867
753294487569522689,3462,1070
753039830821511168,38048,21505
753026973505581056,4017,995
752932432744185856,12968,7035
752917284578922496,7082,1622
752701944171524096,0,2950
752682090207055872,6139,1635
752660715232722944,4508,1604
752568224206688256,5665,2347
752519690950500352,7548,3524
752334515931054080,3911,1131
752309394570878976,0,16810
752173152931807232,6089,1880
751950017322246144,3148,950
751937170840121344,5326,1369
751830394383790080,5944,2000
751793661361422336,6000,2969
751598357617971201,8121,3113
751583847268179968,4517,1133
751538714308972544,5169,1299
751456908746354688,3296,1024
751251247299190784,12829,6031
751205363882532864,6481,1871
751132876104687617,5189,1332
750868782890057730,4903,1409
750719632563142656,13510,5167
750506206503038976,4549,1171
750429297815552001,13492,4393
750383411068534784,4668,1179
750381685133418496,721,29
750147208377409536,3188,984
750132105863102464,3716,1326
750117059602808832,4440,1344
750101899009982464,3119,863
750086836815486976,2219,551
750071704093859840,8047,3421
750056684286914561,3233,919
750041628174217216,3255,635
750026558547456000,2779,806
750011400160841729,3317,928
749996283729883136,3138,839
749981277374128128,5234,2513
749774190421639168,4767,1351
749417653287129088,6244,1686
749403093750648834,2686,548
749395845976588288,8801,3528
749317047558017024,5614,2275
749075273010798592,5883,2119
749064354620928000,4906,1556
749036806121881602,3180,807
748977405889503236,10999,3477
748932637671223296,5967,2311
748705597323898880,2836,971
748699167502000129,4854,1634
748692773788876800,4333,1355
748575535303884801,6209,2024
748568946752774144,2243,680
748346686624440324,5337,1258
748337862848962560,7834,4193
748324050481647620,3766,777
748307329658011649,3750,723
748220828303695873,14474,7984
747963614829678593,5894,2194
747933425676525569,6764,2603
747885874273214464,3014,1000
747844099428986880,2873,766
747816857231626240,4956,1189
747651430853525504,1417,158
747648653817413632,13198,5980
747600769478692864,2369,561
747594051852075008,3766,1071
747512671126323200,5663,1637
747461612269887489,3954,1061
747439450712596480,5547,1957
747242308580548608,0,2952
747219827526344708,5396,1612
747204161125646336,3454,937
747103485104099331,9781,4061
746906459439529985,2950,307
746872823977771008,6102,2171
746818907684614144,5416,1771
746790600704425984,4976,1631
746757706116112384,9770,3985
746726898085036033,6181,1833
746542875601690625,5149,1912
746521445350707200,0,1003
746507379341139972,4749,1098
746369468511756288,6310,1667
746131877086527488,7060,2251
746056683365994496,3624,823
745789745784041472,4101,1088
745712589599014916,7146,2378
745433870967832576,7225,2593
745422732645535745,8771,2488
745314880350101504,7332,2816
745074613265149952,8003,3591
745057283344719872,7390,2318
744995568523612160,3026,635
744971049620602880,8046,2744
744709971296780288,5723,1600
744334592493166593,6928,2168
744234799360020481,159620,79673
744223424764059648,1707,374
743980027717509120,4252,1116
743895849529389061,3712,978
743835915802583040,0,2128
743609206067040256,4570,1401
743595368194129920,18784,6688
743545585370791937,3605,959
743510151680958465,8073,3790
743253157753532416,4305,1251
743222593470234624,6333,1938
743210557239623680,3920,1397
742534281772302336,7200,3635
742528092657332225,4518,2018
742465774154047488,7393,3966
742423170473463808,10003,3848
742385895052087300,6926,2014
742161199639494656,4435,1407
742150209887731712,5239,1576
741793263812808706,4638,1538
741743634094141440,8324,2813
741438259667034112,3747,848
741303864243200000,8951,3281
741099773336379392,10201,5621
741067306818797568,9659,3160
740995100998766593,6503,2799
740711788199743490,3474,956
740699697422163968,2899,797
740676976021798912,18487,6935
740373189193256964,35559,13545
740365076218183684,2506,439
740359016048689152,3352,876
740214038584557568,6802,2002
739979191639244800,20318,6025
739932936087216128,4122,1095
739844404073074688,3883,867
739623569819336705,3846,1380
739606147276148736,5462,1681
739544079319588864,40309,21715
739485634323156992,7285,2985
739238157791694849,117888,59048
738891149612572673,112,6
738885046782832640,3833,1161
738883359779196928,3367,804
738537504001953792,5183,1575
738402415918125056,3305,854
738184450748633089,4395,1235
738166403467907072,8935,3432
738156290900254721,2558,657
737826014890496000,5368,1797
737800304142471168,10165,3526
737678689543020544,5130,1350
737445876994609152,10447,4544
737322739594330112,3664,823
737310737551491075,14942,7531
736736130620620800,4367,1764
736392552031657984,17984,7539
736365877722001409,4052,1269
736225175608430592,8253,2829
736010884653420544,8029,3043
735991953473572864,3656,1170
735648611367784448,4082,1123
735635087207878657,6273,2379
735274964362878976,13208,5125
735256018284875776,3395,894
735137028879360001,3177,987
734912297295085568,2790,528
734787690684657664,12756,6383
734776360183431168,2552,552
734559631394082816,1508,401
733828123016450049,3628,795
733822306246479872,3733,1032
733482008106668032,3191,963
733460102733135873,4265,1302
733109485275860992,51001,17155
732732193018155009,2478,545
732726085725589504,3601,902
732585889486888962,3728,786
732375214819057664,8213,2557
732005617171337216,15142,5502
